trade_id,date,direction,signal_bar_time,signal_bar_number,entry_time,entry_bar_number,exit_time,exit_bar_number,entry_price,exit_price,stop_loss,target,exit_reason,pnl_points,pnl_amount,bars_held,lots,signal_bar_range,signal_bar_body_ratio,signal_bar_close_position
21,2025-09-02,LONG,09:50,8,10:00,10,10:05,11,24722.6,24745.6,24695.05,24746.6,TARGET,23.0,1645.0,1,1,22.55,0.7361,0.7783
22,2025-09-08,LONG,09:30,4,09:40,6,10:25,15,24827.45,24790.45,24791.45,24867.1,STOP_LOSS,-37.0,-2855.0,9,1,40.65,0.8819,0.9791
23,2025-09-09,SHORT,10:10,12,10:20,14,11:00,22,24820.25,24845.15,24844.15,24796.25,STOP_LOSS,-24.9,-1947.5,8,1,18.9,0.8069,0.045
24,2025-09-11,SHORT,09:25,3,09:35,5,10:05,11,24982.45,24959.45,25010.95,24958.45,TARGET,23.0,1645.0,6,1,23.5,0.7702,0.0
25,2025-09-15,LONG,10:10,12,10:20,14,10:45,19,25089.05,25067.0,25068.0,25113.05,STOP_LOSS,-22.05,-1733.75,5,1,16.05,0.6449,0.919
26,2025-09-16,LONG,09:30,4,09:40,6,10:00,10,25134.55,25157.55,25107.95,25158.55,TARGET,23.0,1645.0,4,1,21.6,0.6505,0.8194
27,2025-09-17,LONG,09:30,4,09:40,6,13:20,50,25322.45,25345.45,25296.8,25346.45,TARGET,23.0,1645.0,44,1,20.65,0.6877,0.8717
28,2025-09-19,SHORT,09:20,2,09:30,4,09:35,5,25354.75,25325.4,25390.75,25324.4,TARGET,29.35,2121.25,1,1,31.35,0.6108,0.1627
29,2025-09-19,LONG,10:20,14,10:30,16,11:00,22,25333.85,25308.65,25309.65,25357.85,STOP_LOSS,-25.2,-1970.0,6,1,19.2,0.7839,0.9661
30,2025-09-23,SHORT,09:25,3,09:35,5,09:40,6,25182.0,25147.0,25218.0,25146.0,TARGET,35.0,2545.0,1,1,37.0,0.6311,0.0365
31,2025-09-23,SHORT,10:15,13,10:25,15,11:10,24,25126.25,25103.15,25156.35,25102.15,TARGET,23.1,1652.5,9,1,25.1,0.759,0.1036
32,2025-09-25,SHORT,09:25,3,09:35,5,10:35,17,25055.7,25023.7,25091.7,25022.7,TARGET,32.0,2320.0,12,1,34.0,0.6971,0.0
33,2025-09-30,SHORT,09:25,3,09:35,5,10:35,17,24665.1,24617.1,24701.1,24616.1,TARGET,48.0,3520.0,12,1,50.0,0.741,0.043
34,2025-10-01,LONG,09:25,3,09:35,5,09:40,6,24658.5,24681.5,24628.5,24682.5,TARGET,23.0,1645.0,1,1,25.0,0.628,0.992
35,2025-10-06,LONG,09:35,5,09:45,7,09:50,8,24934.05,24957.05,24904.3,24958.05,TARGET,23.0,1645.0,1,1,24.75,0.6626,0.8303
36,2025-10-06,LONG,09:55,9,10:05,11,10:35,17,24960.35,24983.35,24935.3,24984.35,TARGET,23.0,1645.0,6,1,20.05,0.6085,0.813
37,2025-10-07,LONG,09:20,2,09:30,4,09:50,8,25123.6,25165.9,25087.6,25166.9,TARGET,42.3,3092.5,4,1,44.3,0.6196,0.7867
38,2025-10-07,SHORT,10:05,11,10:15,13,10:50,20,25180.9,25157.9,25201.4,25156.9,TARGET,23.0,1645.0,7,1,15.5,0.8355,0.1194
39,2025-10-08,LONG,09:20,2,09:30,4,09:50,8,25179.9,25142.9,25143.9,25215.85,STOP_LOSS,-37.0,-2855.0,4,1,36.95,0.7497,0.9405
40,2025-10-09,LONG,09:20,2,09:30,4,09:35,5,25110.7,25073.7,25074.7,25157.8,STOP_LOSS,-37.0,-2855.0,1,1,48.1,0.947,0.947
41,2025-10-09,SHORT,09:40,6,09:50,8,10:10,12,25061.25,25027.8,25097.25,25026.8,TARGET,33.45,2428.75,4,1,35.45,0.842,0.1058
42,2025-10-09,LONG,10:20,14,10:30,16,10:35,17,25077.85,25106.35,25042.35,25107.35,TARGET,28.5,2057.5,1,1,30.5,0.6607,0.9033
43,2025-10-10,LONG,09:30,4,09:40,6,09:45,7,25256.95,25279.95,25229.45,25280.95,TARGET,23.0,1645.0,1,1,22.5,0.8422,0.8422
44,2025-10-10,SHORT,09:50,8,10:05,11,10:15,13,25259.15,25284.9,25283.9,25235.15,STOP_LOSS,-25.75,-2011.25,2,1,19.75,0.6076,0.2481
45,2025-10-10,SHORT,10:20,14,10:35,17,10:55,21,25272.0,25303.1,25302.1,25247.9,STOP_LOSS,-31.1,-2412.5,4,1,25.1,0.5458,0.0996
46,2025-10-14,SHORT,09:30,4,09:40,6,09:45,7,25278.65,25255.65,25300.05,25254.65,TARGET,23.0,1645.0,1,1,16.4,0.5061,0.1128
47,2025-10-14,SHORT,09:50,8,10:00,10,10:05,11,25218.65,25195.65,25240.8,25194.65,TARGET,23.0,1645.0,1,1,17.15,0.5918,0.1603
48,2025-10-14,LONG,10:25,15,10:35,17,10:45,19,25216.0,25239.0,25189.15,25240.0,TARGET,23.0,1645.0,2,1,21.85,0.7208,0.8833
49,2025-10-16,LONG,09:40,6,09:50,8,10:25,15,25434.45,25457.45,25410.0,25458.45,TARGET,23.0,1645.0,7,1,19.45,0.8895,0.9974
50,2025-10-17,LONG,09:50,8,10:10,12,10:15,13,25598.2,25628.85,25562.2,25629.85,TARGET,30.65,2218.75,1,1,32.65,0.5268,0.9464
51,2025-10-27,LONG,09:20,2,09:30,4,09:35,5,25886.7,25909.7,25860.85,25910.7,TARGET,23.0,1645.0,1,1,20.85,0.8681,0.8681
52,2025-10-27,LONG,10:05,11,10:15,13,13:20,50,25970.9,25933.9,25934.9,26011.2,STOP_LOSS,-37.0,-2855.0,37,1,41.3,0.822,0.9104
53,2025-10-29,SHORT,09:30,4,09:40,6,09:45,7,25993.3,25966.55,26027.05,25965.55,TARGET,26.75,1926.25,1,1,28.75,0.5009,0.0017
54,2025-10-29,LONG,09:50,8,10:00,10,10:10,12,25991.75,26014.75,25964.0,26015.75,TARGET,23.0,1645.0,2,1,22.75,0.8813,0.9758
55,2025-10-29,LONG,10:20,14,10:30,16,10:35,17,26021.45,26049.15,25986.75,26050.15,TARGET,27.7,1997.5,1,1,29.7,0.7828,0.7828
56,2025-10-31,SHORT,10:00,10,10:10,12,10:20,14,25884.75,25844.95,25920.75,25843.95,TARGET,39.8,2905.0,2,1,41.8,0.8768,0.0419
57,2025-11-04,SHORT,10:05,11,10:15,13,11:20,26,25698.4,25675.4,25720.85,25674.4,TARGET,23.0,1645.0,13,1,17.45,0.8625,0.0086
58,2025-11-13,SHORT,09:30,4,09:40,6,09:45,7,25844.4,25880.85,25879.75,25815.05,FT_FAILURE,-36.45,-2813.75,1,1,30.35,0.8781,0.0577
59,2025-11-13,LONG,09:55,9,10:05,11,10:15,13,25883.0,25906.0,25856.8,25907.0,TARGET,23.0,1645.0,2,1,21.2,0.5849,0.8892
60,2025-11-17,SHORT,10:00,10,10:10,12,10:15,13,25946.4,25964.9,25971.6,25922.4,FT_FAILURE,-18.5,-1467.5,1,1,20.2,0.5891,0.2327
61,2025-11-17,SHORT,10:25,15,10:35,17,11:55,33,25932.75,25969.75,25968.75,25902.55,STOP_LOSS,-37.0,-2855.0,16,1,31.2,0.8526,0.1154
62,2025-11-24,SHORT,09:30,4,09:40,6,10:10,12,26087.25,26119.8,26118.8,26061.7,STOP_LOSS,-32.55,-2521.25,6,1,26.55,0.791,0.1017
