date,open,high,low,close,volume
2025-12-31 13:45:00,599.2,628.65,596.2,618.45,142290
2025-12-31 14:15:00,618.45,622.45,584.65,618.7,150000
2025-12-31 14:45:00,618.7,618.7,531.5,557.85,374910
2025-12-31 15:15:00,557.85,584.85,551.8,579.6,175590
2026-01-01 09:15:00,689.6,689.6,508.35,573.6,445350
2026-01-01 09:45:00,573.6,573.6,525.0,544.15,270840
2026-01-01 10:15:00,544.15,596.8,521.15,581.45,386970
2026-01-01 10:45:00,581.45,595.0,569.3,585.05,216300
2026-01-01 11:15:00,585.7,598.0,565.0,566.05,131010
2026-01-01 11:45:00,566.05,584.05,560.0,562.25,151560
2026-01-01 12:15:00,562.25,576.7,547.4,559.35,123450
2026-01-01 12:45:00,559.35,572.4,555.9,566.5,62400
2026-01-01 13:15:00,566.5,572.55,553.75,564.5,69300
2026-01-01 13:45:00,564.5,576.9,560.3,572.3,107010
2026-01-01 14:15:00,572.3,578.9,556.8,570.7,132300
2026-01-01 14:45:00,570.7,582.0,565.55,576.45,173670
2026-01-01 15:15:00,576.45,580.85,573.0,576.05,122040
2026-01-02 09:15:00,581.0,777.8,579.05,777.0,1321890
2026-01-02 09:45:00,777.8,784.0,744.0,757.15,524760
2026-01-02 10:15:00,757.15,771.5,747.15,764.7,248280
2026-01-02 10:45:00,764.75,768.2,748.0,759.0,156810
2026-01-02 11:15:00,759.0,835.0,756.5,823.95,449940
2026-01-02 11:45:00,825.0,846.85,802.55,837.65,337140
2026-01-02 12:15:00,838.3,845.0,802.2,806.0,355800
2026-01-02 12:45:00,806.0,823.9,785.0,801.45,182550
2026-01-02 13:15:00,801.3,821.75,801.0,803.8,137250
2026-01-02 13:45:00,803.8,817.95,790.5,801.25,186840
2026-01-02 14:15:00,801.25,810.0,751.25,773.5,419010
2026-01-02 14:45:00,773.5,792.85,750.0,779.5,446370
2026-01-02 15:15:00,779.0,827.75,776.2,820.9,266490
2026-01-05 09:15:00,821.05,900.0,779.0,835.5,503940
2026-01-05 09:45:00,835.5,914.75,818.5,905.75,292980
2026-01-05 10:15:00,905.75,920.0,861.1,886.4,141690
2026-01-05 10:45:00,886.4,898.2,852.5,884.65,57420
2026-01-05 11:15:00,884.65,884.65,805.4,847.9,123780
2026-01-05 11:45:00,847.9,863.4,825.0,845.4,54960
2026-01-05 12:15:00,845.4,856.85,812.55,821.65,51840
2026-01-05 12:45:00,821.65,843.05,761.15,761.15,114840
2026-01-05 13:15:00,761.15,769.2,683.2,704.5,318240
2026-01-05 13:45:00,702.0,702.05,591.65,613.6,565560
2026-01-05 14:15:00,613.35,700.0,605.0,696.45,414420
2026-01-05 14:45:00,695.2,719.0,667.05,679.0,385470
2026-01-05 15:15:00,680.75,685.85,653.25,660.5,134550
2026-01-06 09:15:00,714.8,802.4,663.15,771.45,695010
2026-01-06 09:45:00,770.8,848.6,769.8,829.35,288660
